Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Images,SearchCount,Page,Interested_count,View_count,Description,Condition,Upload_date,SellerId,SellerName,Stars,Location,ReviewsCount
New Balance,63.7,New Balance,37.5,https://www.vinted.it/items/6532783171-new-balance?referrer=catalog,0,6532783171,Sold,17/06/2025 21:15:31,[],1,1,,,New Balance 530 Maat 37.5 Niet gedragen alleen gepast ze zijn te klein.,Nuovo senza cartellino,Proprio adesso,5,halves,4.5,,57
Sandálias  da marca Angari,11.2,ANGARI,40.0,https://www.vinted.it/items/6532785397-sandalias-da-marca-angari?referrer=catalog,0,6532785397,Sold,17/06/2025 21:15:31,[],1,1,,,"Sandálias da marca Angari para volvoreta, em azul e bege. Apertam com atilho na parte da frente. Tacão alto de 10 cm. Estão novas a estrear.",Nuovo senza cartellino,Proprio adesso,6,locas20,4.9,,57
Décolleté verde con punta oro,9.1,No brand,37.0,https://www.vinted.it/items/6532797418-decollete-verde-con-punta-oro?referrer=catalog,0,6532797418,Sold,17/06/2025 21:17:22,[],2,1,,,Mai indossato,Nuovo senza cartellino,Proprio adesso,1,nika54593,4.7,,94
Sandalias doradas,7.0,Verano,36.0,https://www.vinted.it/items/6532797450-sandalias-doradas?referrer=catalog,0,6532797450,Sold,17/06/2025 21:17:22,[],2,1,,,Ideal para verano cuando estás morenita,Nuovo senza cartellino,Proprio adesso,2,yol1234,4.9,,59
Sandales river Island,42.7,River Island,36.0,https://www.vinted.it/items/6532797004-sandales-river-island?referrer=catalog,0,6532797004,Sold,17/06/2025 21:17:22,[],2,1,,,"Sandales river Island , couleur nude Matière comme du simili vernis , matelassée dessus. Pointure 36 convient plus au 36,5 de mon avis . Le talon fait environ 8cm Juste essayé en terrasse une fois mais trop petit pour moi je suis dégoûtée 😆 j'ai également les noires dans mon dressing, elles valent 60e voir photos pour l'étiquette",Nuovo senza cartellino,Proprio adesso,3,lina-poly,4.9,,215
Nikkie sneakers,26.95,NIKKIE,39.0,https://www.vinted.it/items/6532797193-nikkie-sneakers?referrer=catalog,0,6532797193,Sold,17/06/2025 21:17:22,[],2,1,,,Nooit gedragen,Nuovo senza cartellino,Proprio adesso,4,zomerzonnetje2002,4.9,,316
Zapatillas barefoot,23.8,Barefoot Dreams,38.5,https://www.vinted.it/items/6532797285-zapatillas-barefoot?referrer=catalog,0,6532797285,Sold,17/06/2025 21:17:22,[],2,1,,,"Zapatillas barefoot talla 38'5 Tipo de calzado respetuoso con el pie, son ideales para actividades como yoga, pilates , ir al gym , salir a caminar ... Díselo precioso y colores vivos. - Suela antideslizante - Totalmente flexible - Nuevo Largo del pie : 24'4 Largo plantilla: 24'9",Nuovo senza cartellino,Proprio adesso,5,carol_atm87,5.0,,71
Converse,26.95,Converse,40.0,https://www.vinted.it/items/6532797691-converse?referrer=catalog,0,6532797691,Sold,17/06/2025 21:17:23,[],2,1,,,"Converse Chuck Taylor basse Elles ont été portées 2 fois. Vous verrez, elles sont neuves Elles sont trop petites pour ma femme en faite.",Nuovo senza cartellino,Proprio adesso,6,roselliot,5.0,,62
Zara,31.15,Zara,38.0,https://www.vinted.it/items/6532802156-zara-tacon-destalonado-tiras-brillo?referrer=catalog,0,6532802156,Sold,17/06/2025 21:18:08,[],3,1,,,"Zara , espectacular tacón destalonado en color verde con precioso detalles en la parte delantera con tiras de brillo , súper cómodos i divinos para cualquier ocasión , talla 38 , zara !!! Brillo !!!",Nuovo senza cartellino,Proprio adesso,1,zarahome123,4.9,,630
Schue,11.2,Graceland,36.0,https://www.vinted.it/items/6532801752-schue?referrer=catalog,0,6532801752,Sold,17/06/2025 21:18:09,[],3,1,,,Nur einmal getragen,Nuovo senza cartellino,Proprio adesso,2,dadodd,-1.0,,0
Baskets no name,105.7,no name,37.0,https://www.vinted.it/items/6532802783-baskets-no-name?referrer=catalog,0,6532802783,Sold,17/06/2025 21:18:09,[],3,1,,,Baskets no name blanche taille 37 Neuve jamais porté car trop grande pour moi Vendu avec la boîte Acheter 120€,Nuovo senza cartellino,Proprio adesso,3,manon27209,4.7,,401
Geox Schuhe  Neu,26.95,Geox,37.0,https://www.vinted.it/items/6532802848-geox-schuhe-neu?referrer=catalog,0,6532802848,Sold,17/06/2025 21:18:09,[],3,1,,,Nicht getragen Neu Top,Nuovo senza cartellino,Proprio adesso,4,popplydia,5.0,,13
Chaussure compensées T40,9.1,Sprox,40.0,https://www.vinted.it/items/6532801758-chaussure-compensees-t40?referrer=catalog,0,6532801758,Sold,17/06/2025 21:18:09,[],3,1,,,#laeti1004_chaussures 📦 Envoi tout les jours 📉 Remise sur les lots activés ⁉️ Pour toute demande d’information n’hésitez pas,Nuovo senza cartellino,Proprio adesso,5,laeti1004,4.8,,349
Zapatillas Alpargatas,47.95,Skechers,37.0,https://www.vinted.it/items/6532802317-zapatillas-alpargatas?referrer=catalog,0,6532802317,Sold,17/06/2025 21:18:09,[],3,1,,,"Zapatillas Alpargatas Skechers, talla 37, sin uso",Nuovo senza cartellino,Proprio adesso,6,zarella424,5.0,,11
Ballerina’s/ballerines Disney Ariel The Little Mermaid/La Petite Sirene Melissa 34,16.45,MELISSA,34.0,https://www.vinted.it/items/6532806707-ballerinasballerines-disney-ariel-the-little-mermaidla-petite-sirene-melissa-34?referrer=catalog,0,6532806707,Sold,17/06/2025 21:18:57,[],4,1,,,"Ballerina’s Disney Ariel De Kleine Zeemeermin van het merk Melissa nieuw in perfecte staat, maat 34. Vergeet ook zeker niet naar mijn andere aanbiedingen te kijken! Voor meerdere aankopen is gecombineerde verzending goedkoper en geef ik korting (stuur me hiervoor een privébericht)! :)",Nuovo senza cartellino,Proprio adesso,1,toothless4ever,5.0,,425
Sandali donna,10.15,Tamaris,39.0,https://www.vinted.it/items/6532806882-sandali-donna?referrer=catalog,0,6532806882,Sold,17/06/2025 21:18:57,[],4,1,,,"Nuove, mai messe",Nuovo senza cartellino,Proprio adesso,2,luciastorionee,5.0,,6
Mules ouverte,16.45,Stradivarius,41.0,https://www.vinted.it/items/6532807593-mules-ouverte?referrer=catalog,0,6532807593,Sold,17/06/2025 21:18:58,[],4,1,,,Jamais porté Neuve,Nuovo senza cartellino,Proprio adesso,3,galexia13,4.8,,424
Ballerine,15.4,No brand,39.0,https://www.vinted.it/items/6532806633-ballerine?referrer=catalog,0,6532806633,Sold,17/06/2025 21:18:58,[],4,1,,,"Ballerine rosse, vestono 38",Nuovo senza cartellino,Proprio adesso,4,fiaba75,5.0,,55
Sandales plate fille,7.0,No brand,39.0,https://www.vinted.it/items/6532787928-sandales-plate-fille?referrer=catalog,0,6532787928,Sold,17/06/2025 21:18:58,[],4,1,,,Sandales d'été fille,Nuovo senza cartellino,Proprio adesso,5,mathildebonita,5.0,,1
Alpercatas paez verdes com riscas coloridas,12.25,Paez,39.0,https://www.vinted.it/items/6532807274-alpercatas-paez-verdes-com-riscas-coloridas?referrer=catalog,0,6532807274,Sold,17/06/2025 21:18:58,[],4,1,,,"Alpercatas paez novas, tamanho 39. Verdes com riscas coloridas.",Nuovo senza cartellino,Proprio adesso,6,anasofiavieira23,5.0,,5
Planito leather,68.95,Lodi,40.0,https://www.vinted.it/items/6532811852-planito-leather?referrer=catalog,0,6532811852,Sold,17/06/2025 21:19:45,[],5,1,,,"Hermosa sandalia en ante piel color rosa palo,forro interior y plantillas de piel nuevas a estrenar",Nuovo senza cartellino,Proprio adesso,1,gla0349,5.0,,179
Tong noir,11.2,Shein,37.5,https://www.vinted.it/items/6532811665-tong-noir?referrer=catalog,0,6532811665,Sold,17/06/2025 21:19:46,[],5,1,,,"Tong noir avec contour brillant, taille 37,5, neuf jamais porter,",Nuovo senza cartellino,Proprio adesso,2,aurelia62120,4.6,,69
Zapatillas barefoot,23.8,Barefoot Dreams,38.0,https://www.vinted.it/items/6532810897-zapatillas-barefoot?referrer=catalog,0,6532810897,Sold,17/06/2025 21:19:46,[],5,1,,,"Zapatillas barefoot talla 38 Diseño minimalista de color beige , perfectas para actividades como yoga,pilates , salir a caminar, ir al gym ... calzado respetuoso con el pie - Suela antideslizante - Totalmente flexible - Nuevo Largo del pie : 24'3",Nuovo senza cartellino,Proprio adesso,3,carol_atm87,5.0,,71
Esprit sneakers nieuw,21.7,Esprit,38.0,https://www.vinted.it/items/6532811636-esprit-sneakers-nieuw?referrer=catalog,0,6532811636,Sold,17/06/2025 21:19:46,[],5,1,,,"Zwarte Esprit sneakers, 1x gedragen! Nieuwprijs 44,99",Nuovo senza cartellino,Proprio adesso,4,rieknola,5.0,,9
Zara zapato,16.45,Zara,41.0,https://www.vinted.it/items/6532811972-zara-zapato?referrer=catalog,0,6532811972,Sold,17/06/2025 21:19:46,[],5,1,,,Negro cómodos planos,Nuovo senza cartellino,Proprio adesso,5,barato11,4.9,,170
Sandali Zara,11.2,Zara,40.0,https://www.vinted.it/items/6532811550-sandali-zara?referrer=catalog,0,6532811550,Sold,17/06/2025 21:19:46,[],5,1,,,Sandali Zara con tacco 5 cm,Nuovo senza cartellino,Proprio adesso,6,la_raffoo,4.9,,33
Stiefeletten,53.2,Evaluna,38.0,https://www.vinted.it/items/6532817366-stiefeletten?referrer=catalog,0,6532817366,Sold,17/06/2025 21:20:23,[],6,1,0.0,0.0,,,,1,,-1.0,,0
Sandales claquette,11.2,Inconnu,37.0,https://www.vinted.it/items/6532817607-sandales-claquette?referrer=catalog,0,6532817607,Sold,17/06/2025 21:20:34,[],6,1,,,"Très jolies claquettes mules. Neuve , jamais portée. Semelle cuir .",Nuovo senza cartellino,Proprio adesso,2,katy9070,5.0,,859
Bottines femme neuves taille 41,9.63,Amazon Essentials,41.0,https://www.vinted.it/items/6532817319-bottines-femme-neuves-taille-41?referrer=catalog,0,6532817319,Sold,17/06/2025 21:20:34,[],6,1,,,Jamais portées Sans étiquette et sans boîte Amazon essentials Envoi par mondial relais uniquement,Nuovo senza cartellino,Proprio adesso,3,pricathmath,4.9,,1061
Michael Kors,47.95,Michael Kors,37.0,https://www.vinted.it/items/6532817578-michael-kors?referrer=catalog,0,6532817578,Sold,17/06/2025 21:20:34,[],6,1,,,Prachtige schoenen Michael Kors in maat 7 is 37. 1 x gedragen op de bruiloft. Bij serieuze interesse is de prijs onderhandelbaar! Eventueel bundelen ivm bundelkorting en verzendkosten. Zie ook onze andere advertenties.,Nuovo senza cartellino,Proprio adesso,4,jetty8,5.0,,323
Sandalen,11.2,H&M,39.0,https://www.vinted.it/items/6532817560-sandalen?referrer=catalog,0,6532817560,Sold,17/06/2025 21:20:34,[],6,1,,,Neu und ungetragen,Nuovo senza cartellino,Proprio adesso,5,lischen_29,5.0,,145
Sandaletten,28.0,Glamorous,36.0,https://www.vinted.it/items/6532816818-sandaletten?referrer=catalog,0,6532816818,Sold,17/06/2025 21:20:34,[],6,1,,,"10 cm, bequem, nie getragen",Nuovo senza cartellino,Proprio adesso,6,sabinchen1985,4.9,,58
saltos,9.1,No brand,39.0,https://www.vinted.it/items/6532822333-saltos?referrer=catalog,0,6532822333,Sold,17/06/2025 21:21:20,[],7,1,,,usado 1 vez e está como novo tamanho: 39,Nuovo senza cartellino,Proprio adesso,1,maty.10,4.0,,4
Hi tec sneakers,126.7,Hi-Tec,39.0,https://www.vinted.it/items/6532822021-hi-tec-sneakers?referrer=catalog,0,6532822021,Sold,17/06/2025 21:21:21,[],7,1,,,1 keer gedragen,Nuovo senza cartellino,Proprio adesso,2,otr1990,4.8,,74
Sandali con tacco in vera pelle,16.35,Comart,36.0,https://www.vinted.it/items/6532814583-sandali-con-tacco-in-vera-pelle?referrer=catalog,0,6532814583,Sold,17/06/2025 21:21:21,[],7,1,,,"Sandali mai usati, nuovi in vera pelle, colore grigio perla, con brillantini sulla fascetta davanti molto graziosi. Con tacco ricoperto. Sandalo molto femminile e curato nei particolari, molto comodo e perfetto per la stagione estiva. Taglia: 36 Colore: grigio perla Spedisco subito! #sandali #donna #scarpedonna #sandalidadonna #sandalicontacco #taglia36 #stile #sandaliestivi",Nuovo senza cartellino,Proprio adesso,3,bonji24,4.9,,119
Zwarte sandalen Tamaris,16.45,Tamaris,38.0,https://www.vinted.it/items/6532822775-zwarte-sandalen-tamaris?referrer=catalog,0,6532822775,Sold,17/06/2025 21:21:21,[],7,1,,,Nieuw. Hak 5 cm,Nuovo senza cartellino,Proprio adesso,4,guccigorky14,5.0,,192
Voetbal schoenen adidas kaiser 5,37.45,adidas,43.5,https://www.vinted.it/items/6532822904-voetbal-schoenen-adidas-kaiser-5?referrer=catalog,0,6532822904,Sold,17/06/2025 21:21:21,[],7,1,,,Adidas schoenen amper gedragen gemaakt van leer perfecte staat.,Nuovo senza cartellino,Proprio adesso,5,simonvanparijs,4.2,,9
Zapatillas barefoot,19.6,Barefoot Dreams,39.0,https://www.vinted.it/items/6532822194-zapatillas-barefoot?referrer=catalog,0,6532822194,Sold,17/06/2025 21:21:21,[],7,1,,,"Zapatillas barefoot talla 39 Ideales para actividades como yoga,pilates , ir al gym , salir a caminar ... De color blanco y rosa claro. Calzado respetuoso con el pie - Suela antideslizante - Totalmente flexible - Nuevo",Nuovo senza cartellino,Proprio adesso,6,carol_atm87,5.0,,71
Zapatillas Nike Air Jordan Series,58.45,Jordan,39.0,https://www.vinted.it/items/6532838636-zapatillas-nike-air-jordan-series?referrer=catalog,0,6532838636,Sold,17/06/2025 21:24:09,[],1,1,,,Originales 💯 Nuevas sin estrenar 🆕 Talla 39 👣 Envío rápido 🔥 Caja sin tapa 📦,Nuovo senza cartellino,Proprio adesso,,shopoutlet86,5.0,,259
Mules neuves,5.95,No brand,40.0,https://www.vinted.it/items/6532839595-mules-neuves?referrer=catalog,0,6532839595,Sold,17/06/2025 21:24:09,[],1,1,,,Jamais portés . Pointure 40/41,Nuovo senza cartellino,Proprio adesso,,chafika162002,4.7,,537
Twin set,73.15,Twin Set,39.0,https://www.vinted.it/items/6532839663-twin-set?referrer=catalog,0,6532839663,Sold,17/06/2025 21:24:09,[],1,1,,,Rosso cardinale.,Nuovo senza cartellino,Proprio adesso,,lindatreviso,5.0,,82
Claquette,12.25,pantoufle,38.5,https://www.vinted.it/items/6532840572-claquette?referrer=catalog,0,6532840572,Sold,17/06/2025 21:24:09,[],1,1,,,sandales souples à motif de grenouille de dessin animé,Nuovo senza cartellino,Proprio adesso,,yusuf6852,-1.0,,0
Menorquinas,21.7,Menorquina,40.0,https://www.vinted.it/items/6532838870-menorquinas?referrer=catalog,0,6532838870,Sold,17/06/2025 21:24:09,[],1,1,,,"De piel. Sin estrenar. Color rojo muy bonito. Se venden con la caja original, artesanales.",Nuovo senza cartellino,Proprio adesso,,blancauve,4.8,,113
Zara summer platform flip flops/sandals,21.7,Zara,41.0,https://www.vinted.it/items/6532839704-zara-summer-platform-flip-flopssandals?referrer=catalog,0,6532839704,Sold,17/06/2025 21:24:10,[],1,1,,,"Never worn them, bought them online, kept them and after a while I didn’t like them anymore.",Nuovo senza cartellino,Proprio adesso,,gretamgeorgieva9,4.8,,53
Albano sandali con tacco,32.2,Albano,36.0,https://www.vinted.it/items/6532886283-albano-sandali-con-tacco?referrer=catalog,0,6532886283,Sold,17/06/2025 21:31:17,[],1,1,,,Vendo questi sandali Albano bellissimi per inutilizzo. Ottima vestibilità e indossate poche volte. Affrettatevi per questa estate,Nuovo senza cartellino,Proprio adesso,,sabinao95,4.2,,29
Högl Pumps Beige Gold 39,53.2,HÖGL,39.0,https://www.vinted.it/items/6532885732-hogl-pumps-beige-gold-39?referrer=catalog,0,6532885732,Sold,17/06/2025 21:31:17,[],1,1,,,Nur einmal für einen Job getragen,Nuovo senza cartellino,Proprio adesso,,elpolloloco,4.8,,290
Scarpe donna con tacco alto misura 36,8.05,No brand,36.0,https://www.vinted.it/items/6532885884-scarpe-donna-con-tacco-alto-misura-36?referrer=catalog,0,6532885884,Sold,17/06/2025 21:31:17,[],1,1,,,Scarpe donna con tacco alto misura 36,Nuovo senza cartellino,Proprio adesso,,andromedaparfum,4.7,,42
Sandales neuves,3.85,No brand,41.0,https://www.vinted.it/items/6532886348-sandales-neuves?referrer=catalog,0,6532886348,Sold,17/06/2025 21:31:17,[],1,1,,,Neuves jamais portés,Nuovo senza cartellino,Proprio adesso,,chafika162002,4.7,,537
Décolleté in camoscio nero e vero cuoio- donna,42.7,Vero Cuoio,38.0,https://www.vinted.it/items/6532885460-decollete-in-camoscio-nero-e-vero-cuoio-donna?referrer=catalog,0,6532885460,Sold,17/06/2025 21:31:18,[],1,1,,,"Décolleté perfetto per ogni occasione e per look serali più eleganti,in camoscio Nero suola in cuoio vero made in Italy, Belle ed eleganti. Per altre info o altre foto contattatemi in privato spedizioni super veloci. 🌺🩷 -messe un paglio di volte - pulite - eleganti -ottime prezzo -taglia 38 #comdnuove#belle#tacchi#botas#élégantes#pulite",Nuovo senza cartellino,Proprio adesso,,chiaracifrodelli,5.0,,3
Sandalen Keilabsatz,16.45,ONLY,40.0,https://www.vinted.it/items/6532885890-sandalen-keilabsatz?referrer=catalog,0,6532885890,Sold,17/06/2025 21:31:18,[],1,1,,,ungetragen,Nuovo senza cartellino,Proprio adesso,,leni.ms7,5.0,,51
sandalo soprano 39,19.11,Soprano,39.0,https://www.vinted.it/items/6532923029-sandalo-soprano-39?referrer=catalog,0,6532923029,Sold,17/06/2025 21:37:11,[],1,1,,,"mai indossato, come nuovo",Nuovo senza cartellino,Proprio adesso,1,carb0nar4,5.0,,1
Talons compensées Stradivarius 38,23.8,Stradivarius,38.0,https://www.vinted.it/items/6532921748-talons-compensees-stradivarius-38?referrer=catalog,0,6532921748,Sold,17/06/2025 21:37:11,[],1,1,,,Compensées mises 1 seule fois Neuve Taille 38,Nuovo senza cartellino,Proprio adesso,2,joana.f16,4.9,,67
Scarpe con tacco - nero giardini,32.2,Nero Giardini,36.0,https://www.vinted.it/items/6532921555-scarpe-con-tacco-nero-giardini?referrer=catalog,0,6532921555,Sold,17/06/2025 21:37:11,[],1,1,,,Indossato poche volte,Nuovo senza cartellino,Proprio adesso,3,angelinapas,5.0,,4
Paire de tongues neuves,2.8,Olaian,39.0,https://www.vinted.it/items/6532922682-paire-de-tongues-neuves?referrer=catalog,0,6532922682,Sold,17/06/2025 21:37:11,[],1,1,,,"- Neuves, jamais portées",Nuovo senza cartellino,Proprio adesso,4,barabeli39,5.0,,390
Scarpe con Stella Oro,10.15,Tendenze,38.0,https://www.vinted.it/items/6532921581-scarpe-con-stella-oro?referrer=catalog,0,6532921581,Sold,17/06/2025 21:37:11,[],1,1,,,"Scarpe Nuovissime, SONO ROVINATE APPOSTA, EFFETTO GOLDEN GOOSE",Nuovo senza cartellino,Proprio adesso,5,emma.terzoli,5.0,,21
Chaussure de trail Mizuno Wave Mujin 10,126.7,MIZUNO,38.0,https://www.vinted.it/items/6532923305-chaussure-de-trail-mizuno-wave-mujin-10?referrer=catalog,0,6532923305,Sold,17/06/2025 21:37:13,[],1,1,,,- utiliser environ 40km (problème de taille) - surface : sentier - drop : 8mm - stabilité : neutre - dynamisme : excellent - amortie : excellent - poids : 310g - prix d'origine : 160€ #mizuno #mizunowave #trailrunning,Nuovo senza cartellino,Proprio adesso,6,apollinerobert,5.0,,48
Plateau Sandalen,15.4,Sonstiges,37.0,https://www.vinted.it/items/6532934787-plateau-sandalen?referrer=catalog,0,6532934787,Sold,17/06/2025 21:39:04,[],2,1,,,Verkaufe neue Plateau Sandalen in Elfenbein Farbe. Gr 37 #plateauschuhe #plateausandaletten #plateausandalen37 #plateausandalen,Nuovo senza cartellino,Proprio adesso,7,belindalinda,5.0,,136
Botas nuevas,37.45,Local,41.0,https://www.vinted.it/items/6532935030-botas-nuevas?referrer=catalog,0,6532935030,Sold,17/06/2025 21:39:04,[],2,1,,,Sin usar,Nuovo senza cartellino,Proprio adesso,8,luciabernete,4.7,,241
Sandales noires,9.1,Shein,38.0,https://www.vinted.it/items/6532934557-sandales-noires?referrer=catalog,0,6532934557,Sold,17/06/2025 21:39:04,[],2,1,,,"Portées une fois, en parfait état",Nuovo senza cartellino,Proprio adesso,9,agathelaforge,4.8,,53
Ballerine Ferragamo,284.2,Ferragamo,37.5,https://www.vinted.it/items/6532934686-ballerine-ferragamo?referrer=catalog,0,6532934686,Sold,17/06/2025 21:39:05,[],2,1,,,Nuove €750 Solo dustbag,Nuovo senza cartellino,Proprio adesso,10,resellergs,4.9,,38
Sandali in alcantara,5.95,No brand,37.0,https://www.vinted.it/items/6532934569-sandali-in-alcantara?referrer=catalog,0,6532934569,Sold,17/06/2025 21:39:05,[],2,1,,,"Sandali in alcantara , mai indossati.",Nuovo senza cartellino,Proprio adesso,11,manina89,4.6,,29
Zapatillas de recre adidas,39.03,adidas,39.0,https://www.vinted.it/items/6532934538-zapatillas-de-recre-adidas?referrer=catalog,0,6532934538,Sold,17/06/2025 21:39:06,[],2,1,,,Zapatillas como nuevotalla39,Nuovo senza cartellino,Proprio adesso,12,fosterki,-1.0,,0
