ProductId,VariantId,VariantLocal,VariantCount,VariantTextTop,PriceMedian,PriceMin,PriceMax,Autotuned,VariantThreshold,CoreFrac,PriceWeight
251,284,0,1,,84.7,84.7,84.7,False,,,
273,313,0,1,,84.7,84.7,84.7,False,,,
286,327,1,1,the legacy collection for ps3 brand new and,84.7,84.7,84.7,True,0.3,0.78,0.55
341,383,0,1,,84.7,84.7,84.7,False,,,
418,468,0,1,,84.7,84.7,84.7,False,,,
444,494,0,1,,84.7,84.7,84.7,False,,,
507,560,0,1,,84.7,84.7,84.7,False,,,
523,581,0,1,,84.7,84.7,84.7,False,,,
539,597,0,1,,84.7,84.7,84.7,False,,,
540,598,0,1,,84.7,84.7,84.7,False,,,
545,603,0,1,,84.7,84.7,84.7,False,,,
550,608,0,1,,84.7,84.7,84.7,False,,,
600,658,0,1,,84.7,84.7,84.7,False,,,
670,735,0,1,,84.7,84.7,84.7,False,,,
685,756,0,1,,84.7,84.7,84.7,False,,,
557,615,0,1,,89.85,89.85,89.85,False,,,
69,83,0,1,,89.95,89.95,89.95,False,,,
78,92,0,1,,89.95,89.95,89.95,False,,,
147,169,0,1,,89.95,89.95,89.95,False,,,
233,266,2,1,atelier ryza,89.95,89.95,89.95,True,0.32,0.78,0.44999999999999996
330,372,0,1,,89.95,89.95,89.95,False,,,
378,425,0,1,,89.95,89.95,89.95,False,,,
401,449,1,1,of us special edition sony,89.95,89.95,89.95,True,0.3,0.78,0.55
479,529,0,1,,89.95,89.95,89.95,False,,,
531,589,0,1,,89.95,89.95,89.95,False,,,
533,591,0,1,,89.95,89.95,89.95,False,,,
594,652,0,1,,89.95,89.95,89.95,False,,,
632,690,0,1,,89.95,89.95,89.95,False,,,
658,720,0,1,,90.95,90.95,90.95,False,,,
123,145,0,1,,92.39,92.39,92.39,False,,,
350,395,0,1,,94.15,94.15,94.15,False,,,
606,664,0,1,,95.1,95.1,95.1,False,,,
7,7,0,1,,95.2,95.2,95.2,False,,,
60,74,0,1,,95.2,95.2,95.2,False,,,
233,265,1,1,dusk diver,95.2,95.2,95.2,True,0.32,0.78,0.44999999999999996
329,371,0,1,,95.2,95.2,95.2,False,,,
399,446,0,1,,95.2,95.2,95.2,False,,,
486,537,0,1,,95.2,95.2,95.2,False,,,
504,557,0,1,,95.2,95.2,95.2,False,,,
512,565,0,1,,95.2,95.2,95.2,False,,,
559,617,0,1,,95.2,95.2,95.2,False,,,
598,656,0,1,,95.2,95.2,95.2,False,,,
609,667,0,1,,95.2,95.2,95.2,False,,,
620,678,0,1,,95.2,95.2,95.2,False,,,
669,734,0,1,,95.2,95.2,95.2,False,,,
671,736,0,1,,95.2,95.2,95.2,False,,,
678,747,1,1,ferrari,95.2,95.2,95.2,True,0.33,0.7,0.35
689,760,0,1,,95.2,95.2,95.2,False,,,
692,763,0,1,,95.2,95.2,95.2,False,,,
495,546,0,1,,100.35,100.35,100.35,False,,,
83,97,0,1,,100.45,100.45,100.45,False,,,
114,134,0,1,,100.45,100.45,100.45,False,,,
172,196,0,1,,100.45,100.45,100.45,False,,,
468,518,0,1,,100.45,100.45,100.45,False,,,
622,680,0,1,,100.45,100.45,100.45,False,,,
630,688,0,1,,100.45,100.45,100.45,False,,,
662,727,0,1,,100.45,100.45,100.45,False,,,
32,34,0,1,,103.6,103.6,103.6,False,,,
384,431,0,1,,104.65,104.65,104.65,False,,,
130,152,0,1,,105.6,105.6,105.6,False,,,
272,312,2,1,imperdibili new sealed,105.6,105.6,105.6,True,0.3,0.7,0.55
356,403,0,1,,105.6,105.6,105.6,False,,,
111,131,0,1,,105.69,105.69,105.69,False,,,
258,291,0,1,,105.69,105.69,105.69,False,,,
447,497,0,1,,105.69,105.69,105.69,False,,,
515,568,0,1,,105.69,105.69,105.69,False,,,
638,696,0,1,,105.69,105.69,105.69,False,,,
31,33,0,1,,105.7,105.7,105.7,False,,,
37,39,0,1,,105.7,105.7,105.7,False,,,
45,47,0,1,,105.7,105.7,105.7,False,,,
56,70,0,1,,105.7,105.7,105.7,False,,,
68,82,0,1,,105.7,105.7,105.7,False,,,
98,116,0,1,,105.7,105.7,105.7,False,,,
152,174,0,1,,105.7,105.7,105.7,False,,,
175,199,0,1,,105.7,105.7,105.7,False,,,
193,218,1,1,hd limited precintado,105.7,105.7,105.7,True,0.36,0.78,0.25
271,309,0,1,,105.7,105.7,105.7,False,,,
291,333,0,1,,105.7,105.7,105.7,False,,,
301,343,0,1,,105.7,105.7,105.7,False,,,
305,347,0,1,,105.7,105.7,105.7,False,,,
314,356,0,1,,105.7,105.7,105.7,False,,,
324,366,0,1,,105.7,105.7,105.7,False,,,
412,462,0,1,,105.7,105.7,105.7,False,,,
452,502,0,1,,105.7,105.7,105.7,False,,,
455,505,0,1,,105.7,105.7,105.7,False,,,
488,539,0,1,,105.7,105.7,105.7,False,,,
503,556,0,1,,105.7,105.7,105.7,False,,,
510,563,0,1,,105.7,105.7,105.7,False,,,
513,566,0,1,,105.7,105.7,105.7,False,,,
521,579,0,1,,105.7,105.7,105.7,False,,,
524,582,0,1,,105.7,105.7,105.7,False,,,
544,602,0,1,,105.7,105.7,105.7,False,,,
549,607,0,1,,105.7,105.7,105.7,False,,,
555,613,0,1,,105.7,105.7,105.7,False,,,
556,614,0,1,,105.7,105.7,105.7,False,,,
564,622,0,1,,105.7,105.7,105.7,False,,,
572,630,0,1,,105.7,105.7,105.7,False,,,
584,642,0,1,,105.7,105.7,105.7,False,,,
585,643,0,1,,105.7,105.7,105.7,False,,,
603,661,0,1,,105.7,105.7,105.7,False,,,
634,692,0,1,,105.7,105.7,105.7,False,,,
660,722,0,1,,105.7,105.7,105.7,False,,,
661,724,1,1,slim usata volte joystick originali,105.7,105.7,105.7,True,0.3,0.7,0.55
661,725,2,1,slim tb controller,105.7,105.7,105.7,True,0.3,0.7,0.55
690,761,0,1,,105.7,105.7,105.7,False,,,
368,415,0,1,,110.94,110.94,110.94,False,,,
505,558,0,1,,110.95,110.95,110.95,False,,,
519,577,4,1,controller,110.95,110.95,110.95,True,0.32,0.7,0.44999999999999996
652,712,0,1,,114.63,114.63,114.63,False,,,
26,26,0,1,,116.2,116.2,116.2,False,,,
39,41,0,1,,116.2,116.2,116.2,False,,,
151,173,0,1,,116.2,116.2,116.2,False,,,
177,201,0,1,,116.2,116.2,116.2,False,,,
588,646,0,1,,116.2,116.2,116.2,False,,,
666,731,0,1,,116.2,116.2,116.2,False,,,
673,741,3,1,volant pro,116.2,116.2,116.2,True,0.3,0.78,0.55
562,620,0,1,,121.45,121.45,121.45,False,,,
653,713,0,1,,121.45,121.45,121.45,False,,,
627,685,0,1,,125.65,125.65,125.65,False,,,
12,12,0,1,,126.69,126.69,126.69,False,,,
19,19,0,1,,126.7,126.7,126.7,False,,,
49,57,4,1,,126.7,126.7,126.7,True,0.31,0.78,0.45
197,224,0,1,,126.7,126.7,126.7,False,,,
211,239,0,1,,126.7,126.7,126.7,False,,,
279,319,0,1,,126.7,126.7,126.7,False,,,
312,354,0,1,,126.7,126.7,126.7,False,,,
413,463,0,1,,126.7,126.7,126.7,False,,,
424,474,0,1,,126.7,126.7,126.7,False,,,
453,503,0,1,,126.7,126.7,126.7,False,,,
502,555,0,1,,126.7,126.7,126.7,False,,,
519,575,2,1,1000gb gioco,126.7,126.7,126.7,True,0.32,0.7,0.44999999999999996
520,578,0,1,,126.7,126.7,126.7,False,,,
586,644,0,1,,126.7,126.7,126.7,False,,,
654,714,0,1,,126.7,126.7,126.7,False,,,
665,730,0,1,,126.7,126.7,126.7,False,,,
702,773,0,1,,126.7,126.7,126.7,False,,,
102,121,1,1,unity notre dame ps4 complete,131.95,131.95,131.95,True,0.33,0.78,0.35
303,345,0,1,,131.95,131.95,131.95,False,,,
401,450,2,1,guardian coleccionista,131.95,131.95,131.95,True,0.3,0.78,0.55
429,479,0,1,,131.95,131.95,131.95,False,,,
642,702,0,1,,131.95,131.95,131.95,False,,,
673,740,2,1,voltante con pedaliera,131.95,131.95,131.95,True,0.3,0.78,0.55
400,447,0,1,,137.1,137.1,137.1,False,,,
610,668,0,1,,137.1,137.1,137.1,False,,,
695,766,0,1,,137.1,137.1,137.1,False,,,
163,187,0,1,,137.19,137.19,137.19,False,,,
23,23,0,1,,137.2,137.2,137.2,False,,,
128,150,0,1,,137.2,137.2,137.2,False,,,
140,162,0,1,,137.2,137.2,137.2,False,,,
242,275,0,1,,137.2,137.2,137.2,False,,,
293,335,0,1,,137.2,137.2,137.2,False,,,
443,493,0,1,,137.2,137.2,137.2,False,,,
445,495,0,1,,137.2,137.2,137.2,False,,,
493,544,0,1,,137.2,137.2,137.2,False,,,
511,564,0,1,,137.2,137.2,137.2,False,,,
538,596,0,1,,137.2,137.2,137.2,False,,,
619,677,0,1,,137.2,137.2,137.2,False,,,
645,705,0,1,,137.2,137.2,137.2,False,,,
647,707,0,1,,137.2,137.2,137.2,False,,,
347,389,0,1,,139.3,139.3,139.3,False,,,
626,684,0,1,,142.45,142.45,142.45,False,,,
641,700,1,1,ps4 novo comando jogo read dead ii,142.45,142.45,142.45,True,0.36,0.7,0.25
655,715,0,1,,142.45,142.45,142.45,False,,,
672,737,0,1,,146.65,146.65,146.65,False,,,
120,140,0,1,,147.7,147.7,147.7,False,,,
170,194,0,1,,147.7,147.7,147.7,False,,,
437,487,0,1,,147.7,147.7,147.7,False,,,
461,511,0,1,,147.7,147.7,147.7,False,,,
491,542,0,1,,147.7,147.7,147.7,False,,,
568,626,0,1,,147.7,147.7,147.7,False,,,
641,701,2,1,500gb joystick,147.7,147.7,147.7,True,0.36,0.7,0.25
644,704,0,1,,147.7,147.7,147.7,False,,,
106,126,0,1,,152.95,152.95,152.95,False,,,
518,572,1,1,1tb come nuova,158.1,158.1,158.1,True,0.32,0.6,0.44999999999999996
605,663,0,1,,158.1,158.1,158.1,False,,,
625,683,0,1,,158.1,158.1,158.1,False,,,
76,90,0,1,,158.19,158.19,158.19,False,,,
219,247,0,1,,158.19,158.19,158.19,False,,,
50,63,4,1,,158.2,158.2,158.2,True,0.33,0.78,0.35
126,148,0,1,,158.2,158.2,158.2,False,,,
189,213,0,1,,158.2,158.2,158.2,False,,,
259,292,0,1,,158.2,158.2,158.2,False,,,
267,304,2,1,neufs sous blister gow,158.2,158.2,158.2,True,0.35,0.7,0.35
286,328,2,1,the definitive experience ps4 signed,158.2,158.2,158.2,True,0.3,0.78,0.55
304,346,0,1,,158.2,158.2,158.2,False,,,
458,508,0,1,,158.2,158.2,158.2,False,,,
459,509,0,1,,158.2,158.2,158.2,False,,,
467,517,0,1,,158.2,158.2,158.2,False,,,
473,523,0,1,,158.2,158.2,158.2,False,,,
478,528,0,1,,158.2,158.2,158.2,False,,,
500,552,0,1,,158.2,158.2,158.2,False,,,
519,574,1,1,500go,158.2,158.2,158.2,True,0.32,0.7,0.44999999999999996
534,592,0,1,,158.2,158.2,158.2,False,,,
537,595,0,1,,158.2,158.2,158.2,False,,,
595,653,0,1,,158.2,158.2,158.2,False,,,
656,717,1,1,terabyte,158.2,158.2,158.2,True,0.32,0.65,0.44999999999999996
663,728,0,1,,158.2,158.2,158.2,False,,,
599,657,0,1,,165.55,165.55,165.55,False,,,
48,51,1,1,,168.7,168.7,168.7,True,0.36,0.78,0.25
405,455,0,1,,168.7,168.7,168.7,False,,,
657,719,0,1,,168.7,168.7,168.7,False,,,
697,768,0,1,,168.7,168.7,168.7,False,,,
526,584,0,1,,172.9,172.9,172.9,False,,,
336,378,0,1,,179.2,179.2,179.2,False,,,
656,718,2,1,1to comme neuve,179.2,179.2,179.2,True,0.32,0.65,0.44999999999999996
439,489,0,1,,183.63,183.63,183.63,False,,,
311,353,0,1,,183.86,183.86,183.86,False,,,
77,91,0,1,,183.93,183.93,183.93,False,,,
639,697,0,1,,184.45,184.45,184.45,False,,,
628,686,0,1,,188.65,188.65,188.65,False,,,
48,52,2,1,controller,189.7,189.7,189.7,True,0.36,0.78,0.25
54,68,0,1,,189.7,189.7,189.7,False,,,
250,283,0,1,,189.7,189.7,189.7,False,,,
313,355,0,1,,189.7,189.7,189.7,False,,,
463,513,0,1,,189.7,189.7,189.7,False,,,
519,576,3,1,minecraft,189.7,189.7,189.7,True,0.32,0.7,0.44999999999999996
604,662,0,1,,189.7,189.7,189.7,False,,,
664,729,0,1,,189.7,189.7,189.7,False,,,
472,522,0,1,,194.95,194.95,194.95,False,,,
517,570,0,1,,199.15,199.15,199.15,False,,,
231,261,2,1,the last blade and neuf,200.2,200.2,200.2,True,0.33,0.78,0.35
231,262,3,1,samurai shodown collection,200.2,200.2,200.2,True,0.33,0.78,0.35
548,606,0,1,,200.2,200.2,200.2,False,,,
530,588,0,1,,200.73,200.73,200.73,False,,,
263,297,1,1,iii premium spiral edition ps5 neuf,210.6,210.6,210.6,True,0.35,0.65,0.35
582,640,0,1,,210.69,210.69,210.69,False,,,
50,64,5,1,pedais como novo,210.7,210.7,210.7,True,0.33,0.78,0.35
101,119,0,1,,210.7,210.7,210.7,False,,,
113,133,0,1,,210.7,210.7,210.7,False,,,
148,170,0,1,,210.7,210.7,210.7,False,,,
161,185,0,1,,210.7,210.7,210.7,False,,,
190,214,0,1,,210.7,210.7,210.7,False,,,
194,221,0,1,,210.7,210.7,210.7,False,,,
309,351,0,1,,210.7,210.7,210.7,False,,,
674,742,0,1,,221.2,221.2,221.2,False,,,
11,11,0,1,,227.5,227.5,227.5,False,,,
50,60,1,1,racing wheel,231.7,231.7,231.7,True,0.33,0.78,0.35
55,69,0,1,,231.7,231.7,231.7,False,,,
673,739,1,1,rs volant racing retour de force pc ps5,231.7,231.7,231.7,True,0.3,0.78,0.55
51,65,0,1,,242.2,242.2,242.2,False,,,
221,249,0,1,,242.2,242.2,242.2,False,,,
231,259,0,1,mark of the wolves and neuf,242.2,242.2,242.2,True,0.33,0.78,0.35
231,260,1,1,metal slug anthology and neuf,242.2,242.2,242.2,True,0.33,0.78,0.35
261,294,0,1,,242.2,242.2,242.2,False,,,
449,499,0,1,,247.45,247.45,247.45,False,,,
428,478,0,1,,252.7,252.7,252.7,False,,,
402,452,0,1,,257.94,257.94,257.94,False,,,
629,687,0,1,,262.15,262.15,262.15,False,,,
50,61,2,1,volant pedalier etat neuf playstation pc,263.2,263.2,263.2,True,0.33,0.78,0.35
50,62,3,1,volante se,263.2,263.2,263.2,True,0.33,0.78,0.35
53,67,0,1,,263.2,263.2,263.2,False,,,
193,219,2,1,xiv stormblood collector ps4 sigillato,263.2,263.2,263.2,True,0.36,0.78,0.25
332,374,0,1,,263.2,263.2,263.2,False,,,
446,496,0,1,,263.2,263.2,263.2,False,,,
528,586,0,1,,263.2,263.2,263.2,False,,,
601,659,0,1,,263.2,263.2,263.2,False,,,
640,698,0,1,,263.2,263.2,263.2,False,,,
596,654,0,1,,273.6,273.6,273.6,False,,,
16,16,0,1,,273.7,273.7,273.7,False,,,
691,762,0,1,,294.7,294.7,294.7,False,,,
47,49,0,1,,315.7,315.7,315.7,False,,,
182,206,0,1,,315.7,315.7,315.7,False,,,
506,559,0,1,,315.7,315.7,315.7,False,,,
535,593,0,1,,315.7,315.7,315.7,False,,,
516,569,0,1,,336.7,336.7,336.7,False,,,
607,665,0,1,,336.7,336.7,336.7,False,,,
181,205,0,1,,368.2,368.2,368.2,False,,,
287,329,0,1,,368.2,368.2,368.2,False,,,
391,438,0,1,,368.2,368.2,368.2,False,,,
661,723,0,1,,368.2,368.2,368.2,True,0.3,0.7,0.55
456,506,0,1,,378.7,378.7,378.7,False,,,
543,601,0,1,,399.7,399.7,399.7,False,,,
552,610,0,1,,399.7,399.7,399.7,False,,,
608,666,0,1,,410.2,410.2,410.2,False,,,
546,604,0,1,,431.2,431.2,431.2,False,,,
554,612,0,1,,452.2,452.2,452.2,False,,,
351,398,2,1,village edicion coleccionista nuevo precintado,473.2,473.2,473.2,True,0.3,0.78,0.55
93,111,0,1,,510.0,510.0,510.0,False,,,
496,547,0,1,,510.0,510.0,510.0,False,,,
676,744,0,1,,510.0,510.0,510.0,False,,,
9,9,0,1,,610.98,610.98,610.98,False,,,
46,48,0,1,,693.6,693.6,693.6,False,,,
41,43,0,1,,714.0,714.0,714.0,False,,,
14,14,0,1,,765.0,765.0,765.0,False,,,
636,694,0,1,,765.0,765.0,765.0,False,,,
508,561,0,1,,969.0,969.0,969.0,False,,,
