Dataid
8199821227
8199765329
8199027057
8198839863
8199375912
8199416888
8199567960
8199277327
8197940103
8198627288
8195177617
8198139213
8198239499
8197190950
8198996676
8199247696
8198761283
8197461660
8199536609
8199481586
8197930028
8198309686
8199481342
8196654801
8196506986
8196140182
8196314943
8196329209
8198360765
8196593626
8196325728
8195978073
8197985697
8196621473
8195749532
8195674523
8197636583
8195640350
8194724678
8196053660
8194805140
8195559262
8196368988
8192437458
8192343676
8194839073
8193854501
8192493808
8192198171
8190350456
8193034200
8193341128
8193281512
8186950627
8185932521
8191829689
8185617232
8186706310
8192238059
8191587401
8188777387
8186027925
8191748376
8188878743
8182355884
8189289979
8190800050
8188520674
8170953987
8190724183
8188474786
8190915065
8176778432
8190799724
8190773522
8185041167
8190620666
8185774092
8151969376
8167605397
8189438894
8180608645
8182562243
8189255741
8167756977
8180510204
8187444374
8166160884
8200296673
8200286255
8200283526
8200278305
8200266731
8200267033
8200260103
8200253928
8200238419
8200240600
8200236492
8200229052
8200228863
8200220447
8200214480
8200209219
8200214851
8200207594
8200201180
8257181782
8257173832
8257185885
8257155544
8257173456
8257170541
8257170710
8257155051
8257154691
8257153835
8257141342
8257135139
8257154097
8257134037
8257139496
8257122764
8257121412
8257109750
8257106053
8257096132
8257101507
8257088024
8257084001
8257087108
8257071454
8257072341
8257068997
8257068515
8257061198
8257045895
8257044064
8257057065
8257021334
8257033535
8270246798
8270220680
8257017909
8270250499
8270208934
8270246019
8270207367
8270202358
8270162395
8270151701
8270134346
8270114707
8270116885
8270120732
8270113618
8270112063
8262281718
8270109602
8270108904
8270107008
8270106292
8270104750
8270088715
8270097925
8270092739
8270093517
8270079944
8270090210
8270074667
8270068707
8270065661
8270065288
8270064428
8270058813
8270054024
8270046725
8270043887
8270031637
8270027882
8269975797
8269975601
8269975089
8269974008
8269970765
8269969728
8269957049
8269936297
8269949698
8269398502
8269927800
8269927503
8269268741
8269917858
8269911846
8269909781
8269905056
8269886905
8269893419
8269882659
8269346859
8269496729
8269901565
8269880276
8269888343
8269866376
8269864917
8264223331
8269855768
8269777230
8269787095
8269860333
8269781275
8269797307
8269792682
8269835111
8269822685
8269163440
8269826467
8268905318
8269786748
8269777446
8269774532
8269765398
8269750910
8267626005
8269761533
8269747021
8269521385
8269729456
8269723924
8269721763
8269721304
8269717001
8269492935
8269715064
8269490134
8269310776
8269687348
8268705262
8269691264
8269683774
8269678649
8269672571
8269688197
8269667333
8269665536
8269664588
8269662234
8269663266
8269661625
8269655836
8269661334
8269655510
8269642809
8269649775
8269628039
8269197178
8269196936
8269196633
8269181024
8269176927
8269178539
8269157395
8269153886
8269152423
8269146934
8269137960
8269132590
8269132211
8269103750
8269091162
8269093757
8269079274
