ProductId,VariantId,VariantLocal,VariantCount,VariantTextTop,PriceMedian,PriceMin,PriceMax,VariantThreshold,CoreFrac,PriceWeight
430,482,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
435,487,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
438,490,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
464,516,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
569,628,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
576,635,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
611,670,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
616,675,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
631,690,0,1,,63.7,63.7,63.7,0.33,0.7,0.5
678,748,2,1,volant trusmaster pedale,63.7,63.7,63.7,0.33,0.7,0.5
618,677,0,1,,65.8,65.8,65.8,0.33,0.7,0.5
322,367,0,1,,66.85,66.85,66.85,0.33,0.7,0.5
10,10,0,1,,67.85,67.85,67.85,0.33,0.7,0.5
102,124,2,1,syndacate ps4,67.89,67.89,67.89,0.33,0.7,0.5
355,405,0,1,,67.9,67.9,67.9,0.33,0.7,0.5
2,2,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
3,3,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
20,20,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
27,28,1,1,ps3,68.95,68.95,68.95,0.33,0.7,0.5
44,46,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
80,95,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
171,198,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
203,234,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
257,293,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
306,351,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
380,430,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
573,632,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
575,634,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
578,637,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
612,671,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
613,672,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
623,682,0,1,,68.95,68.95,68.95,0.33,0.7,0.5
360,410,0,1,,72.09,72.09,72.09,0.33,0.7,0.5
337,382,0,1,,72.1,72.1,72.1,0.33,0.7,0.5
134,159,0,1,,73.15,73.15,73.15,0.33,0.7,0.5
155,180,0,1,,73.15,73.15,73.15,0.33,0.7,0.5
107,130,0,1,,74.19,74.19,74.19,0.33,0.7,0.5
379,429,0,1,,74.19,74.19,74.19,0.33,0.7,0.5
34,36,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
92,112,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
96,116,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
125,150,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
127,152,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
160,186,1,1,apocalypse edition,74.2,74.2,74.2,0.33,0.7,0.5
167,194,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
245,281,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
246,282,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
270,311,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
284,327,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
294,339,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
299,344,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
319,364,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
323,368,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
366,416,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
371,421,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
403,455,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
422,474,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
425,477,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
451,503,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
465,517,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
466,518,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
563,622,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
615,674,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
679,750,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
684,755,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
698,769,0,1,,74.2,74.2,74.2,0.33,0.7,0.5
18,18,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
28,30,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
72,87,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
143,168,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
157,182,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
164,191,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
187,214,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
302,347,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
352,402,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
357,407,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
432,484,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
566,625,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
583,642,0,1,,79.45,79.45,79.45,0.33,0.7,0.5
649,710,0,1,,84.18,84.18,84.18,0.33,0.7,0.5
395,445,0,1,,84.65,84.65,84.65,0.33,0.7,0.5
408,460,0,1,,84.65,84.65,84.65,0.33,0.7,0.5
71,86,0,1,,84.69,84.69,84.69,0.33,0.7,0.5
27,29,2,1,,84.7,84.7,84.7,0.33,0.7,0.5
35,37,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
131,156,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
142,167,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
215,246,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
227,258,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
251,287,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
273,316,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
286,330,1,1,the legacy for ps3 brand new and factory,84.7,84.7,84.7,0.33,0.7,0.5
341,386,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
418,470,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
444,496,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
507,561,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
523,582,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
539,598,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
540,599,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
545,604,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
550,609,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
600,659,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
670,736,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
685,756,0,1,,84.7,84.7,84.7,0.33,0.7,0.5
557,616,0,1,,89.85,89.85,89.85,0.33,0.7,0.5
69,84,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
78,93,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
147,172,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
233,269,2,1,ryza,89.95,89.95,89.95,0.33,0.7,0.5
330,375,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
378,428,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
479,531,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
531,590,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
533,592,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
594,653,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
632,691,0,1,,89.95,89.95,89.95,0.33,0.7,0.5
658,721,0,1,,90.95,90.95,90.95,0.33,0.7,0.5
123,148,0,1,,92.39,92.39,92.39,0.33,0.7,0.5
350,398,0,1,,94.15,94.15,94.15,0.33,0.7,0.5
606,665,0,1,,95.1,95.1,95.1,0.33,0.7,0.5
7,7,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
60,75,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
233,268,1,1,dusk diver,95.2,95.2,95.2,0.33,0.7,0.5
329,374,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
399,449,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
486,539,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
504,558,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
512,566,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
559,618,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
598,657,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
609,668,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
620,679,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
669,735,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
671,737,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
678,747,1,1,ferrari,95.2,95.2,95.2,0.33,0.7,0.5
689,760,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
692,763,0,1,,95.2,95.2,95.2,0.33,0.7,0.5
495,548,0,1,,100.35,100.35,100.35,0.33,0.7,0.5
83,98,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
114,137,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
172,199,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
468,520,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
622,681,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
630,689,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
662,728,0,1,,100.45,100.45,100.45,0.33,0.7,0.5
32,34,0,1,,103.6,103.6,103.6,0.33,0.7,0.5
384,434,0,1,,104.65,104.65,104.65,0.33,0.7,0.5
130,155,0,1,,105.6,105.6,105.6,0.33,0.7,0.5
272,315,2,1,imperdibili new sealed,105.6,105.6,105.6,0.33,0.7,0.5
356,406,0,1,,105.6,105.6,105.6,0.33,0.7,0.5
111,134,0,1,,105.69,105.69,105.69,0.33,0.7,0.5
258,294,0,1,,105.69,105.69,105.69,0.33,0.7,0.5
447,499,0,1,,105.69,105.69,105.69,0.33,0.7,0.5
515,569,0,1,,105.69,105.69,105.69,0.33,0.7,0.5
638,697,0,1,,105.69,105.69,105.69,0.33,0.7,0.5
31,33,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
37,39,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
45,47,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
56,71,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
68,83,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
98,118,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
152,177,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
175,202,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
193,222,2,1,hd limited precintado,105.7,105.7,105.7,0.33,0.7,0.5
271,312,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
291,336,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
301,346,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
305,350,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
314,359,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
324,369,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
412,464,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
452,504,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
455,507,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
488,541,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
503,557,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
510,564,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
513,567,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
521,580,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
524,583,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
544,603,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
549,608,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
555,614,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
556,615,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
564,623,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
572,631,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
584,643,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
585,644,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
603,662,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
634,693,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
660,723,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
661,725,1,1,slim usata volte joystick originali,105.7,105.7,105.7,0.33,0.7,0.5
661,726,2,1,slim tb controller,105.7,105.7,105.7,0.33,0.7,0.5
690,761,0,1,,105.7,105.7,105.7,0.33,0.7,0.5
368,418,0,1,,110.94,110.94,110.94,0.33,0.7,0.5
505,559,0,1,,110.95,110.95,110.95,0.33,0.7,0.5
519,577,3,1,controller,110.95,110.95,110.95,0.33,0.7,0.5
652,713,0,1,,114.63,114.63,114.63,0.33,0.7,0.5
26,26,0,1,,116.2,116.2,116.2,0.33,0.7,0.5
39,41,0,1,,116.2,116.2,116.2,0.33,0.7,0.5
151,176,0,1,,116.2,116.2,116.2,0.33,0.7,0.5
177,204,0,1,,116.2,116.2,116.2,0.33,0.7,0.5
588,647,0,1,,116.2,116.2,116.2,0.33,0.7,0.5
666,732,0,1,,116.2,116.2,116.2,0.33,0.7,0.5
562,621,0,1,,121.45,121.45,121.45,0.33,0.7,0.5
653,714,0,1,,121.45,121.45,121.45,0.33,0.7,0.5
627,686,0,1,,125.65,125.65,125.65,0.33,0.7,0.5
12,12,0,1,,126.69,126.69,126.69,0.33,0.7,0.5
19,19,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
49,60,5,1,,126.7,126.7,126.7,0.33,0.7,0.5
197,227,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
211,242,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
279,322,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
312,357,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
413,465,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
424,476,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
453,505,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
502,556,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
519,576,2,1,1000gb gioco,126.7,126.7,126.7,0.33,0.7,0.5
520,579,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
586,645,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
654,715,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
665,731,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
702,773,0,1,,126.7,126.7,126.7,0.33,0.7,0.5
102,122,0,1,unity notre dame ps4 complete,131.95,131.95,131.95,0.33,0.7,0.5
303,348,0,1,,131.95,131.95,131.95,0.33,0.7,0.5
401,453,2,1,guardian coleccionista,131.95,131.95,131.95,0.33,0.7,0.5
429,481,0,1,,131.95,131.95,131.95,0.33,0.7,0.5
642,703,0,1,,131.95,131.95,131.95,0.33,0.7,0.5
673,741,2,1,voltante con pedaliera,131.95,131.95,131.95,0.33,0.7,0.5
400,450,0,1,,137.1,137.1,137.1,0.33,0.7,0.5
610,669,0,1,,137.1,137.1,137.1,0.33,0.7,0.5
695,766,0,1,,137.1,137.1,137.1,0.33,0.7,0.5
163,190,0,1,,137.19,137.19,137.19,0.33,0.7,0.5
23,23,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
128,153,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
140,165,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
242,278,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
293,338,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
443,495,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
445,497,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
493,546,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
511,565,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
538,597,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
619,678,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
645,706,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
647,708,0,1,,137.2,137.2,137.2,0.33,0.7,0.5
347,392,0,1,,139.3,139.3,139.3,0.33,0.7,0.5
626,685,0,1,,142.45,142.45,142.45,0.33,0.7,0.5
641,701,1,1,ps4 novo comando jogo read dead ii,142.45,142.45,142.45,0.33,0.7,0.5
655,716,0,1,,142.45,142.45,142.45,0.33,0.7,0.5
672,738,0,1,,146.65,146.65,146.65,0.33,0.7,0.5
120,143,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
170,197,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
437,489,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
461,513,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
491,544,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
568,627,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
641,702,2,1,500gb joystick,147.7,147.7,147.7,0.33,0.7,0.5
644,705,0,1,,147.7,147.7,147.7,0.33,0.7,0.5
106,129,0,1,,152.95,152.95,152.95,0.33,0.7,0.5
518,573,1,1,1tb come nuova,158.1,158.1,158.1,0.33,0.7,0.5
605,664,0,1,,158.1,158.1,158.1,0.33,0.7,0.5
625,684,0,1,,158.1,158.1,158.1,0.33,0.7,0.5
76,91,0,1,,158.19,158.19,158.19,0.33,0.7,0.5
219,250,0,1,,158.19,158.19,158.19,0.33,0.7,0.5
50,65,4,1,,158.2,158.2,158.2,0.33,0.7,0.5
126,151,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
189,216,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
259,295,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
267,308,3,1,neufs sous blister gow,158.2,158.2,158.2,0.33,0.7,0.5
286,331,2,1,the definitive experience ps4 signed,158.2,158.2,158.2,0.33,0.7,0.5
304,349,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
458,510,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
459,511,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
467,519,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
473,525,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
478,530,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
500,554,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
519,575,1,1,500go,158.2,158.2,158.2,0.33,0.7,0.5
534,593,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
537,596,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
595,654,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
656,718,1,1,terabyte,158.2,158.2,158.2,0.33,0.7,0.5
663,729,0,1,,158.2,158.2,158.2,0.33,0.7,0.5
599,658,0,1,,165.55,165.55,165.55,0.33,0.7,0.5
48,54,4,1,,168.7,168.7,168.7,0.33,0.7,0.5
405,457,0,1,,168.7,168.7,168.7,0.33,0.7,0.5
657,720,0,1,,168.7,168.7,168.7,0.33,0.7,0.5
697,768,0,1,,168.7,168.7,168.7,0.33,0.7,0.5
526,585,0,1,,172.9,172.9,172.9,0.33,0.7,0.5
336,381,0,1,,179.2,179.2,179.2,0.33,0.7,0.5
656,719,2,1,1to comme neuve,179.2,179.2,179.2,0.33,0.7,0.5
439,491,0,1,,183.63,183.63,183.63,0.33,0.7,0.5
311,356,0,1,,183.86,183.86,183.86,0.33,0.7,0.5
77,92,0,1,,183.93,183.93,183.93,0.33,0.7,0.5
639,698,0,1,,184.45,184.45,184.45,0.33,0.7,0.5
628,687,0,1,,188.65,188.65,188.65,0.33,0.7,0.5
48,53,3,1,controller,189.7,189.7,189.7,0.33,0.7,0.5
54,69,0,1,,189.7,189.7,189.7,0.33,0.7,0.5
250,286,0,1,,189.7,189.7,189.7,0.33,0.7,0.5
313,358,0,1,,189.7,189.7,189.7,0.33,0.7,0.5
463,515,0,1,,189.7,189.7,189.7,0.33,0.7,0.5
519,578,4,1,minecraft,189.7,189.7,189.7,0.33,0.7,0.5
604,663,0,1,,189.7,189.7,189.7,0.33,0.7,0.5
664,730,0,1,,189.7,189.7,189.7,0.33,0.7,0.5
472,524,0,1,,194.95,194.95,194.95,0.33,0.7,0.5
517,571,0,1,,199.15,199.15,199.15,0.33,0.7,0.5
231,264,2,1,the last blade,200.2,200.2,200.2,0.33,0.7,0.5
231,265,3,1,samurai shodown collection,200.2,200.2,200.2,0.33,0.7,0.5
548,607,0,1,,200.2,200.2,200.2,0.33,0.7,0.5
530,589,0,1,,200.73,200.73,200.73,0.33,0.7,0.5
263,300,1,1,iii premium spiral edition ps5 neuf,210.6,210.6,210.6,0.33,0.7,0.5
582,641,0,1,,210.69,210.69,210.69,0.33,0.7,0.5
50,63,2,1,pedais como novo,210.7,210.7,210.7,0.33,0.7,0.5
101,121,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
113,136,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
148,173,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
161,188,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
190,217,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
194,224,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
309,354,0,1,,210.7,210.7,210.7,0.33,0.7,0.5
674,742,0,1,,221.2,221.2,221.2,0.33,0.7,0.5
11,11,0,1,,227.5,227.5,227.5,0.33,0.7,0.5
50,62,1,1,racing wheel,231.7,231.7,231.7,0.33,0.7,0.5
55,70,0,1,,231.7,231.7,231.7,0.33,0.7,0.5
673,740,1,1,rs volant racing retour de force pc ps5,231.7,231.7,231.7,0.33,0.7,0.5
51,66,0,1,,242.2,242.2,242.2,0.33,0.7,0.5
221,252,0,1,,242.2,242.2,242.2,0.33,0.7,0.5
231,262,0,1,mark of the wolves,242.2,242.2,242.2,0.33,0.7,0.5
231,263,1,1,metal slug anthology,242.2,242.2,242.2,0.33,0.7,0.5
261,297,0,1,,242.2,242.2,242.2,0.33,0.7,0.5
449,501,0,1,,247.45,247.45,247.45,0.33,0.7,0.5
48,52,2,1,volante nuovo mai usato,252.7,252.7,252.7,0.33,0.7,0.5
428,480,0,1,,252.7,252.7,252.7,0.33,0.7,0.5
402,454,0,1,,257.94,257.94,257.94,0.33,0.7,0.5
629,688,0,1,,262.15,262.15,262.15,0.33,0.7,0.5
50,64,3,1,volante se,263.2,263.2,263.2,0.33,0.7,0.5
53,68,0,1,,263.2,263.2,263.2,0.33,0.7,0.5
193,221,1,1,xiv stormblood collector sigillato,263.2,263.2,263.2,0.33,0.7,0.5
332,377,0,1,,263.2,263.2,263.2,0.33,0.7,0.5
446,498,0,1,,263.2,263.2,263.2,0.33,0.7,0.5
528,587,0,1,,263.2,263.2,263.2,0.33,0.7,0.5
601,660,0,1,,263.2,263.2,263.2,0.33,0.7,0.5
640,699,0,1,,263.2,263.2,263.2,0.33,0.7,0.5
596,655,0,1,,273.6,273.6,273.6,0.33,0.7,0.5
16,16,0,1,,273.7,273.7,273.7,0.33,0.7,0.5
691,762,0,1,,294.7,294.7,294.7,0.33,0.7,0.5
47,49,0,1,,315.7,315.7,315.7,0.33,0.7,0.5
182,209,0,1,,315.7,315.7,315.7,0.33,0.7,0.5
506,560,0,1,,315.7,315.7,315.7,0.33,0.7,0.5
535,594,0,1,,315.7,315.7,315.7,0.33,0.7,0.5
516,570,0,1,,336.7,336.7,336.7,0.33,0.7,0.5
607,666,0,1,,336.7,336.7,336.7,0.33,0.7,0.5
181,208,0,1,,368.2,368.2,368.2,0.33,0.7,0.5
287,332,0,1,,368.2,368.2,368.2,0.33,0.7,0.5
391,441,0,1,,368.2,368.2,368.2,0.33,0.7,0.5
661,724,0,1,,368.2,368.2,368.2,0.33,0.7,0.5
456,508,0,1,,378.7,378.7,378.7,0.33,0.7,0.5
543,602,0,1,,399.7,399.7,399.7,0.33,0.7,0.5
552,611,0,1,,399.7,399.7,399.7,0.33,0.7,0.5
608,667,0,1,,410.2,410.2,410.2,0.33,0.7,0.5
546,605,0,1,,431.2,431.2,431.2,0.33,0.7,0.5
554,613,0,1,,452.2,452.2,452.2,0.33,0.7,0.5
351,401,2,1,village edicion coleccionista nuevo precintado,473.2,473.2,473.2,0.33,0.7,0.5
93,113,0,1,,510.0,510.0,510.0,0.33,0.7,0.5
496,549,0,1,,510.0,510.0,510.0,0.33,0.7,0.5
676,744,0,1,,510.0,510.0,510.0,0.33,0.7,0.5
9,9,0,1,,610.98,610.98,610.98,0.33,0.7,0.5
46,48,0,1,,693.6,693.6,693.6,0.33,0.7,0.5
41,43,0,1,,714.0,714.0,714.0,0.33,0.7,0.5
14,14,0,1,,765.0,765.0,765.0,0.33,0.7,0.5
636,695,0,1,,765.0,765.0,765.0,0.33,0.7,0.5
508,562,0,1,,969.0,969.0,969.0,0.33,0.7,0.5
